fk_word,ex_en,word_pos_en,ex_es,word_pos_esp
1144,The border between the two countries was heavily guarded.,2,La frontera entre los dos países estaba fuertemente vigilada.,2
1145,"She thought the hotel room was decent, despite being small.",7,"Ella pensó que el salón del hotel era decente, a pesar de ser pequeño.",9
1146,The symphony was a musical masterpiece,5,La sinfonia fue una obra maestra musical,7
1147,The fire caused a devastating disaster that destroyed the city.,6,El incendio causó un desastre devastador que destruyó la ciudad.,5
1148,She thought it was impossible to climb the mountain without proper training.,5,Ella pensó que era imposible subir la montaña sin la formación adecuada.,5
1149,The new restaurant will appear on the main street next year.,5,El nuevo restaurante aparecerá en la calle principal el próximo año.,0
1150,The option to travel was not available on that date.,2,La opción de viajar no estaba disponible el día elegido.,2
1151,The student carefully prepared for the exam.,2,El estudiante se preparó cuidadosamente para el examen.,2
1152,The government will release the hostages once they have secured the area.,4,El gobierno liberará a los rehenes una vez que haya asegurado el área.,0
1153,The entrepreneur had to find the right pitch for her new product.,8,La emprendedora tenía que encontrar el campo adecuado para su nuevo producto.,7
1154,The driver took the most efficient route to work.,7,El conductor tomó la ruta más eficiente al trabajo.,5
1155,She smiled at the thought of being reunited with her loved ones in heaven.,14,Ella sonreó de pensar que volvería a estar con sus seres queridos en el cielo.,15
1156,"She made an attempt at painting the ceiling, but it didn't turn out well.",4,"Ella hizo un intento de pintar la caja de techo, pero no salió muy bien.",4
1157,She had to pick up her pace to finish the project on time.,7,Ella tenía que aumentar su ritmo para completar el proyecto a tiempo.,6
1158,She had to undergo a trial by fire to prove her worth to the company.,6,Tenía que someterse a una prueba por el horno para demostrar su valor ante la empresa.,0
1159,The police officer carefully examined the gun before returning it to its holster.,7,La oficina del policía revisó cuidadosamente la arma antes de devolverla a su guanteleja.,8
1160,The password was crucial to accessing the secure file.,4,La contraseña fue crucial para acceder al archivo seguro.,4
1161,The city has struggled with violence and poverty for decades.,6,La ciudad ha luchado con violencia y pobreza durante décadas.,6
1162,"I'm craving some good Italian food, so I think we'll go to that new restaurant downtown.",15,Creo que queremos ir al nuevo restaurante de comida italiana en el centro.,7
1163,She drizzled honey onto her morning toast.,3,Ella vertió miel en su pan de la mañana.,3
1164,The company conducted an inquiry into the recent accident.,5,La empresa realizó una investigación sobre el reciente accidente.,5
1165,She developed a strategy to increase productivity in her team.,4,Ella desarrolló una estrategia para aumentar la productividad en su equipo.,4
1166,"The results of the test were actual, and they showed that the new drug was effective.",7,"Los resultados del prueba fueron reales, y demostraron que el nuevo medicamento era efectivo.",0
1167,She pan-fried the chicken for dinner.,0,Ella freí el pollo a la plancha para cenar.,0
1168,The study of different species helps us understand their behavior and habitats.,5,El estudio de las diferentes especies nos ayuda a entender su comportamiento y hábitats.,0
1169,She loves to chat with her friends on the weekends.,4,Ella disfruta charlar con sus amigos los fines de semana.,3
1170,"The teacher stood amongst her students, surveying the room.",4,"El profesor se puso de pie entre sus estudiantes, revisando la sala.",7
1171,The comedian told a joke about the weather.,5,El comediante contó una broma sobre el clima.,5
1172,,0,,0
1173,"The British Museum is one of the world's greatest museums, with a collection of over 8 million objects from all corners of the globe.",3,"El Museo Británico es uno de los museos más grandes del mundo, con una colección de más de ocho millones de objetos de todos los rincones del planeta.",2
1174,The team was desperate for victory after being down by two goals.,4,El equipo estaba desesperado por la victoria después de estar dos goles atrás.,4
1175,The journalist was conducting an interview with the celebrity at the premiere of her new film.,6,El periodista estaba llevando a cabo una entrevista con la celebridad en la gala de la película de su nueva película.,8
1176,The court ruled with the authority of the law.,6,La corte decidió con la autoridad de la ley.,6
1177,the ordinary people are the ones who make a big impact on their community,2,los personas ordinarias son las que hacen un gran impacto en su comunidad,0
1178,The judge was forced to hear the appeal of the defendant,8,El juez fue obligado a escuchar el appelación del acusado,0
1179,The boxer was determined to tackle the toughest opponent in the ring.,6,El boxeador estaba decidido a abordar al oponente más difícil del ring.,6
1180,Her vital energy allowed her to finish the marathon despite being severely injured.,2,Su energía vital le permitió completar la maratón a pesar de estar severamente lesionado.,3
1181,He bought a new suit for the wedding.,5,Ha comprado un traje nuevo para el casamiento.,4
1182,The scary movie had all the makings of a classic horror film.,2,El película asustadora tenía todos los elementos de una clásica película de terror.,0
1183,The company owns a large factory in China.,6,La empresa posee una gran fábrica en China.,6
1184,I've been feeling ill all day.,4,He sido enfermo todo el día.,3
1185,She will lay the book on the table.,3,Ella colocará el libro en la mesa.,0
1186,The global economy is heavily influenced by international trade agreements.,2,La economía global se ve profundamente influenciada por los acuerdos comerciales internacionales.,3
1187,The kids played on the grass all day long.,6,Los niños jugaron todo el día en la hierba.,9
1188,The pilot will be relieved of his flying duties after this flight.,12,El piloto estará librado de sus deberes de vuelo después de este vuelo.,9
1189,She purchased insurance to cover her home in case of a natural disaster.,3,Compró seguro para cubrir su hogar en caso de un desastre natural.,2
1190,She took a big bite of the juicy apple.,9,Ella tomó un mordisco grande de la manzana jugosa.,8
1191,The pilot controlled the plane to avoid turbulence.,5,El piloto controló el avión para evitar la turbulencia.,5
1192,The new policy is based on the unit of measurement.,8,La nueva política se basa en la unidad de medición.,8
1193,She sued the company for violating her civil rights.,0,Demandá a la empresa por violar sus derechos civiles.,0
1194,She adjusted her tie before meeting with the CEO.,4,Se ajustó su corbata antes de reunirse con el director ejecutivo.,4
1195,There is a gap in the fence where the dog got out.,4,Hay una brecha en la cerca donde el perro se salió.,3
1196,She struggles with memory loss due to her illness.,4,Ella tiene dificultades para recordar debido a su enfermedad.,0
1197,The teacher cast the students into groups for the project.,3,El profesor repartio a los estudiantes en grupos para el proyecto.,0
1198,Her unique talent for painting earned her a prestigious art scholarship.,3,Su talento único para la pintura le valió una beca de arte prestigiosa.,2
1199,The security zone was evacuated due to the threat of a bomb.,3,La zona de seguridad se evacuó debido al peligro de una bomba.,2
1200,The CEO of the company is a high-profile executive who sets its overall strategy.,9,El director general de la empresa es un ejecutivo altamente perfilado que define su estrategia global.,9
1201,She rode her bike to school every morning.,4,Ella montaba su bicicleta al colegio todos los matines.,4
1202,The euro has become a widely accepted form of payment during international travel.,2,El euro ha convertido en una forma de pago ampliamente aceptada durante viajes internacionales.,2
1203,She shook the bottle to mix the ingredients.,0,Ella agitó el frasco para mezclar los ingredientes.,0
1204,The fourth chapter of the book is quite interesting.,2,El cuarto capítulo del libro es bastante interesante.,2
1205,The official language of the country is widely spoken and understood.,2,El idioma oficial del país es ampliamente hablado y entendido.,3
1206,The guest was impressed by the beautiful view from the hotel room.,2,El invitado estaba impresionado por la hermosa vista desde la habitación del hotel.,2
1207,The cancer patient underwent a series of intensive treatments to combat the disease.,2,La paciente con cáncer sometió una serie de tratamientos intensivos para luchar contra la enfermedad.,4
1208,The guilty party was caught and punished severely.,2,El culpable fue atrapado y castigado severamente.,2
1209,The solid foundation of the house prevented the damage from spreading.,2,La sólida base de la casa impedía que el daño se extendiera.,0
1210,The racing team won the championship after a fierce battle on the track.,2,La equipo de carreras ganaron el campeonato después de una intensa batalla en el circuito.,4
1211,The warning signs on the road indicate that the bridge is out of order.,2,Las señales de advertencia en la carretera indican que el puente está fuera de orden.,4
1212,She asked him to fix the bike.,5,Ella le pidió que arreglara el bicicleta.,0
1213,The teacher administered a quiz to the class at the end of the semester.,5,El profesor administró un cuestionario a la clase al final del semestre.,5
1214,The family went to the camp by the lake.,6,La familia se dirigió al campamento junto al lago.,6
1215,She uses a mobile phone to stay in touch with her friends.,4,Utiliza un teléfono móvil para mantenerse en contacto con sus amigos.,4
1216,Her independence as a scientist allowed her to pursue unconventional research methods.,2,Su independencia como científica le permitió investigar métodos no convencionales.,2
1217,The dirty dishes were left in the sink all night.,2,Los platos sucios se dejaron en la fregadera toda la noche.,0
1218,The two economists would discuss the impact of the new tax policy on small businesses.,5,Los dos economistas discutirían el impacto del nuevo impuesto de las pequeñas empresas sobre los negocios.,0
1219,The nuclear power plant was shut down for maintenance after a series of safety concerns were raised.,2,La planta de energía nuclear fue dada de baja para reparaciones después de una serie de preocupaciones de seguridad que se levantarían.,5
1220,The material cost was significantly higher than expected.,2,El costo del material fue significativamente más alto que se esperaba.,4
1221,The high unemployment rate in the region led to widespread economic hardship.,3,La alta tasa de desempleo en la región generó dificultades económicas a gran escala.,5
1222,The judge thought the defendant's argument was ridiculous.,8,El juez pensó que la defensa del acusado era ridícula.,0
1223,She tried to block the entrance with a large piece of wood.,4,Intentó bloquear la entrada con un grande pedazo de madera.,0
1224,She suffered an injury while playing sports.,4,Ella sufrió una lesión mientras jugaba deportes.,4
1225,The teacher will teach the class about fractions today.,4,El profesor enseñara la clase sobre fracciones hoy.,0
1226,The commander reviewed the troops before sending them into battle.,5,El comandante revisó las tropas antes de enviarlas al campo de batalla.,5
1227,The host will mention the winner of the award during the ceremony.,4,El anfitrión mencionará al ganador del premio durante la ceremonia.,0
1228,The basic math problem is simple enough for kids to understand.,2,El problema de matemáticas básico es lo suficientemente sencillo para que los niños puedan entender.,5
1229,The baby cried when she fell down.,0,El bebé lloró cuando se cayó.,0
1230,The customer will demand a refund for the defective product.,4,El cliente exigirá un reembolso por el producto defectuoso.,0
1231,The detective was hesitant to arrest the suspect without more evidence.,8,La policía inicialmente no detuvo al sospechoso sin más pruebas.,0
1232,The team's solution to the crisis was met with widespread approval.,3,La solución del equipo al crisis fue recibida con el pleno apoyo de la población.,2
1233,She is an avid hunter and spends most of her free time hunting in the forest.,13,Ella es una cazadora apasionada y dedica la mayor parte de su tiempo libre a caza en el bosque.,16
1234,"The hotel had created a wonderful atmosphere, with soft music and delicious food.",7,El hotel había creado una atmósfera maravillosa con música suave y comida deliciosa.,6
1235,Her vision for the company's future was to become a leading player in the industry.,2,Su visión para el futuro de la empresa era convertirse en un jugador líder en la industria.,2
1236,My uncle travels the world for his work and always brings back new stories.,2,Mi tío viaja por el mundo para su trabajo y siempre trae historias nuevas.,2
1237,She reminds me to pick up milk on my way home.,0,Ella me recuerda que debo comprar leche en el camino a casa.,0
1238,She had a passion for photography that took her all around the world,4,Ella tenía una pasion por la fotografñ que la llevó hasta todos lados del mundo,0
1239,She watched the latest video on her phone.,5,Ella miró el vídeo más reciente en su teléfono.,0
1240,The city has various museums showcasing its rich history and culture.,4,La ciudad tiene varios museos que muestran su rico patrimonio y cultura.,4
1241,She drew the knife with a sharp edge.,7,Ella desenfundó la cuchilla con una punta afilada.,0
1242,She loves swimming in the ocean.,3,Ella ama natación en el océano.,3
1243,She tried to grab the last slice of cake before it disappeared.,4,Ella intentó agarrar el último trozo de pastel antes que desapareciera.,3
1244,The surfer waited for the perfect wave to ride it all the way to shore.,7,La surfista esperaba la onda perfecta para montarla hasta la orilla.,0
1245,Her struggles with the language made it hard for her to communicate effectively.,0,Las luchas de ella con el idioma la hicieron muy difícil de comunicarse efectivamente.,0
1246,A first aid kit is a necessary item to have in an emergency situation.,7,Un kit de primeros auxilios es un artículo necesario en una situación de emergencia.,9
1247,The stunning view from the top of the mountain took my breath away.,2,La vista impresionante desde la cima de la montaña me dejó sin aliento.,3
1248,She left a generous tip for the excellent service she received.,5,Ella dejó una propina generosa por el excelente servicio que recibió.,4
1249,"After dinner, we always order a slice of pie for dessert.",9,"Después del almuerzo, siempre pedimos una porción de pastel para postre.",9
1250,The criminal was sentenced to life in prison.,2,El criminal fue condenado a pasar el resto de su vida en la cárcel.,2
1251,The movie production was filmed on location in Los Angeles.,3,La producción del cine se filmó en locaciones en Los Ángeles.,2
1252,I'm feeling hungry after skipping breakfast.,3,Me siento hambriento después de pasar el desayuno.,3
1253,The company has been struggling to recover from the recession that hit the economy in 2008.,10,La empresa ha estado luchando para recuperarse del recesión que golpeó la economía en 2008.,9
1254,The band released their new album this month.,6,La banda lanzó su nuevo álbum este mes.,6
1255,She enjoys fishing on her days off.,3,Ella disfruta pesca en sus días libres.,3
1256,The ideal location for a vacation is by the beach.,2,El lugar ideal para un viaje de vacaciones es por la playa.,3
1257,I don't like neither coffee nor tea.,4,No me gustan el café ni la té,0
1258,The rural landscape was dotted with rolling hills and green pastures.,2,El paisaje rural estaba cubierto de colinas onduladas y prados verdes.,3
1259,The gardener tends to the plants every morning.,0,El jardinero tiende a las plantas todas la mañana.,0
1260,The company will reduce production to meet the new demand.,4,La empresa reducirá la producción para cumplir con la nueva demanda.,0
1261,The new employee will be meeting with the management of the firm.,12,El nuevo empleado se reunirá con la gerencia de la empresa.,11
1262,The sudden rain stopped the outdoor concert.,2,La lluvia repentina interrumpió el concierto al aire libre.,0
1263,She is an anti-smoking activist.,0,Ella es una activista contra el tabaquismo.,0
1264,She quickly cleaned the toilet after her pet accident.,5,Ella limpió rápidamente el baño después del accidente de su mascota.,5
1265,The comedy show was hilarious and left the audience in stitches.,2,El programa de comedia fue cómico y dejó al público en los estornudos.,4
1266,She won the award to honour her contributions to the community.,6,Ella ganó el premio para honrar sus aportaciones a la comunidad.,0
1267,"The new movie was gay, even though it wasn't intended for an audience of children.",5,"La nueva película fue gay, aunque no estaba dirigida a un público de niños.",5
1268,The kids spent the day lounging by the cool pool on a hot summer day.,10,Los ninos pasaron el dia relajandose al lado de la piscina fresca en un dia caluroso de verano.,11
1269,She washed her hands thoroughly before eating.,0,Ella lavó sus manos con cuidado antes de comer.,0
1270,The school's bell rang out at 8am to signal the start of classes.,3,La campana de la escuela sonó a las 8am para señalar el inicio de clases.,2
1271,The plane was going to crash if the engine failed.,6,El avión se chocaría si el motor fallaba.,0
1272,The traffic on the highway was terrible due to the accident.,2,El tráfico en la autopista era muy malo debido al accidente.,2
1273,She checked the version number on her phone before installing the new app.,4,Ella comprobó la número de versión en su teléfono antes de instalar la aplicación nueva.,6
1274,She is the opposite of her former self after the transformation.,4,Ella es la opuesta a su forma anterior después de la transformación.,0
1275,Please preheat the oven to 350 degrees before baking.,4,"Por favor, calienta el horno a 350 grados antes de hornear.",5
1276,The actor received an Oscar for his outstanding performance.,2,El actor recibió un Óscar por su actuación excepcional.,2
1277,The young entrepreneur's leadership skills were evident in her ability to motivate her team.,4,Los habilidades de liderazgo del joven emprendedor eran evidentes en su capacidad para motivar a su equipo.,4
1278,The news that the team made it to the finals was unbelievable.,12,La noticia de que el equipo llegó a la final fue increíble.,12
1279,The vast expanse of the desert stretched out before us.,2,El vasto extenso del desierto se extendió ante nosotros.,2
1280,She takes the time to appreciate her children's accomplishments.,6,Ella se toma el tiempo para apreciar los logros de sus hijos,7
1281,The team will celebrate their victory at the championship party.,4,El equipo celebrará su victoria en la fiesta de campeones.,0
1282,The team worked tirelessly to establish the new organisation and prepare it for launch.,9,El equipo trabajó incansablemente para establecer la nueva organización y prepararla para su lanzamiento.,9
1283,The loud noise of the breaking glass was followed by a long crack in the wall.,13,El fuerte ruido del cristal rotando fue seguido de una larga grieta en la pared.,12
1284,She was known for being a wise businesswoman.,7,Ella era conocida por ser una empresaria sabia.,0
1285,She hurt her finger while closing a drawer.,4,Ella le dio un dedo al cerrar un armario.,5
1286,The little duck swam quickly across the pond.,3,El pato pequeñ se movió rápidamente a travíes del estanque.,2
1287,The queen wore her wedding crown to the ceremony.,6,La reina llevó su corona de bodas al acto.,5
1288,The rent on the apartment is due next month.,2,El alquiler del apartamento es debido al mes siguiente.,2
1289,The mass of the object was measured carefully.,2,La masa del objeto se medió cuidadosamente.,2
1290,The result of the calculation is minus one,7,El resultado de la calculaÉ es un± unero,0
1291,The hunter carefully aimed and pulled the trigger to shoot a rabbit.,10,El cazador miró cuidadosamente y apretó el gatillo para disparar con una coneja.,10
1292,The fishermen carefully lifted the net from the water.,6,Los pescadores levantaron cuidadosamente la red del agua.,6
1293,The charity organization provided aid to the victims of the natural disaster.,5,La organización benéfica proporcionó ayuda a los víctimas del desastre natural.,5
1294,She was a hero to her community after surviving the natural disaster.,4,Ella fue un héroe para su comunidad después de sobrevivir al desastre natural.,4
1295,"She sat down for her lunch, taking a break from her busy schedule.",0,"Ella se sentó para su almuerzo, tomando una pausa de su rutura ocupada.",0
1296,her soul was lost in the darkness,2,su alma se perdió en la oscuridad,2
1297,Can you hurry up and finish the project so we can submit it today?,3,Puedes acelerarte y terminar el proyecto antes de que lo envíemos hoy,0
1298,The fire produced a thick smoke that filled the entire room.,6,El incendio produjo un humo espeso que llenó todo el salón.,5
1299,The drummer kept a steady beat throughout the performance.,5,El baterista mantuvo un ritmo constante durante toda la presentación.,6
1300,The company will review each section individually.,6,La empresa revisará cada sección individualmente.,5
1301,The new software requires state-of-the-art equipment to function efficiently.,6,La nueva aplicación requiere equipo de última generación para funcionar eficientemente.,5
1302,The children laughed with joy as they played in the park.,5,Los niños se riñeron con alegría mientras jugaban en el parque.,6
1303,She turned the page to see what was next.,4,Ella volvió a la página para ver qué estaba siguiente.,5
1304,The regular meeting is held every Thursday.,2,La reunión regular se celebra todos los jueves.,3
1305,The wall was thick with ivy and moss.,4,La pared estaba llena de musgo y musgo.,0
1306,The direct flight saved us several hours of travel time.,2,El vuelo directo nos ahorró varios horas de tiempo de viaje.,3
1307,The correspondent will meet with the client to discuss the project.,2,El corresponsal se reunirá con el cliente para discutir el proyecto.,2
1308,She loves playing golf on the weekends.,4,Ella ama jugar golf los fines de semana.,4
1309,The Roman architecture is renowned for its grandeur and engineering prowess.,2,La arquitectura romana es reconocida por su granza y destreza en ingeniería.,0
1310,The energy and idealism of youth is inspiring to watch.,6,La energía y la entusiasmo de la juventud son inspiradores de ver.,8
1311,"After a serious illness, her recovery was slow but eventual.",6,"Después de una grave enfermedad, su recuperación fue lenta pero eventual.",7
1312,The actress's personal drama was all over the tabloids after her breakup.,4,El drama personal de la actriz estaba todo en las páginas de las revistas después de su ruptura.,2
1313,She needs a shower after a long workout,4,Necesita ducharse después de un largo entrenamiento,0
1314,The bartender warned her that drinking too much alcohol could lead to a hangover.,9,El bartender la advirtió que beber demasiado alcohol podía llevar a una tempestad de cabeza.,8
1315,The philosopher spent years searching for the meaning of life.,8,El filósofo pasó años buscando el significado de la vida.,7
1316,The emotional toll of losing a loved one can be overwhelming for years after the loss.,2,El impacto emocional del perder a alguien querido puede ser abrumador durante años después de la pérdida.,3
1317,The firework display was truly remarkable.,6,La presentacion del fuego artificial fue realmente notable.,8
1318,"The rain will affect the parade, so we're canceling it.",4,"La lluvia afectará el desfile, así que lo estamos cancelando.",0
1319,The car was parked in the driveway.,0,El coche estuvo aparcado en la puerta de entrada.,0
1320,The living room was filled with comfortable furniture that matched the rest of the house.,8,La sala de estar estaba llena de muebles cómodos que coincidían con el resto de la casa.,8
1321,The blacksmith carefully heated the iron in the forge to shape it into a blade.,6,El herrero calentó cuidadosamente el hierro en la forja para darle forma de espada.,6
1322,She studied the map to plan her road trip.,4,Estudió el mapa para planificar su viaje en carretera.,3
1323,She was willing to help her friend move house.,3,Estaba dispuesta a ayudar a su amigo a mudarse a una casa.,0
1324,The doctor carefully extracted the bone from her patient's knee.,6,El médico extraía con cuidado el hueso del tobillo de su paciente.,7
1325,The tall building dominated the city skyline.,2,El edificio alto dominaba la perspectiva urbana.,3
1326,She had to pound the meat with a hammer to flatten it.,4,Tenía que golpear el carne con un martillo para aplastarla.,0
1327,The new coach was able to turn the team's season around with her innovative strategies.,3,El nuevo entrenador pudo revolucionar la temporada del equipo con sus innovadoras estrategias.,3
1328,The toolbox was very useful in the project.,5,El armarrojo fue muy útil en el proyecto.,5
1329,"I've lived in this city my whole life, it's very familiar to me.",11,"Vivo en esta ciudad toda mi vida, es muy familiar para mí.",10
1330,The referee blew the whistle to stop the game.,2,El árbitro sonó la silbata para detener el partido.,2
1331,I would like to introduce you to my friend.,5,Me gustaría presentarle a mi amigo.,0
1332,The connection between the two cities was made by a new highway.,2,La conexión entre las dos ciudades se hizo con una nueva autopista.,2
1333,The farmer carefully fed the pig in the pen before taking it to market.,6,La persona agricultor alimentó cuidadosamente el cerdo en la pensa antes de llevarlo al mercado.,7
1334,She will have to cope with the stress of her new job.,5,Ella tendrá que lidiar con el estrés de su nuevo trabajo.,4
1335,She found her purpose in life by helping others.,4,Encontró su propósito en la vida ayudando a otros.,3
1336,The fake ID she found online was completely useless.,2,La identidad falsa que encontró en línea fue completamente inútil.,0
1337,The town held its annual summer festival to celebrate the solstice.,7,La ciudad organizó su festival anual de verano para celebrar el solsticio.,5
1338,The child built a castle on the sand at the beach.,8,El niño construyó un castillo sobre la arena en la playa.,8
1339,Effective management of the company's resources was crucial to its success.,2,La gestión efectiva de los recursos de la empresa fue esencial para su éxito.,2
1340,She inherited a large fortune from her wealthy relatives.,5,Ella heredó una gran fortuna de sus ricos parientes.,5
1341,"She pedaled the bicycle with her feet, using the wheel to propel herself forward.",10,"Ella pisaba el bicicleta con sus pies, utilizando la rueda para impulsarse adelante.",10
1342,The grey clouds blocked the sunlight.,2,Los nubes gris bloquearon la luz del sol.,3
1343,You'll need to show your ticket at the gate before boarding the plane.,6,Necesitarás mostrar tu billete en la puerta antes de entrar en el avión.,4
1344,the tricky math problem required a lot of concentration,2,el problema de matemáticas complicado requirió mucho conciencia,5
1345,"She is a typical student, always well-organized and punctual.",4,"Ella es una estudiante típica, siempre bien organizada y puntual.",0
1346,She is a huge celebrity in Hollywood and loves being recognized on the street.,5,Ella es una gran celebridad en Hollywood y ama ser reconocida en la calle.,5
1347,"The fireworks exploded in a spectacular boom, filling the sky with colorful sparks.",7,"Las fogatas estallaron en un espectacular auge, llenando el cielo de estrellas coloridas",7
1348,She changed her mood after watching the funny video.,4,Cambió su estado de ánimo después de ver el video gracioso.,0
1349,The company will receive the award for its innovative marketing strategy.,6,La compañia recibirá el premio por su estrategia de marketing innovadora.,5
1350,"The tower stood at the edge of the forest, a sentinel against the darkness.",2,"La torre se erguí en el borde del bosque, un sentinelo contra la oscuridad.",2
1351,The party had a clear theme of tropical islands,6,La fiesta tenía un claro tema de las islas del Pacífico,6
1352,The beautiful garden was filled with vibrant flowers.,0,El hermoso jardín estaba lleno de flores vibrantes.,0
1353,The engine in the car purrs smoothly as it runs down the highway.,2,El motor del coche rugida suavemente mientras se desliza por la autopista.,2
1354,The doctor prescribed the drug to treat the patient's fever.,5,El médico recetó la droga para tratar la fiebre del paciente.,5
1355,The northern and southern states have distinct cultural traditions.,4,Los estados norte y sur tienen tradiciones culturales distintas.,0
1356,The hotel staff were friendly and helpful during my stay.,5,El personal del hotel fue amigable y disponible durante mi estancia.,6
1357,The nurse checked my blood pressure before the surgery.,2,El enfermero revisó mi presión arterial antes de la cirugía.,2
1358,She spent the summer renting a cozy cottage by the lake.,8,Ella pasó el verano alquilando un casona acogedora cerca del lago.,0
1359,The company signed a contract with the supplier to deliver goods by next month.,5,La empresa firmó un contrato con el proveedor para entregar bienes al mes siguiente.,5
1360,,0,,0
1361,He found a fellow traveler in the hostel lobby.,4,Encuentre un compañero en el vestíbulo del albergue.,3
1362,The economic downturn was a major factor in her decision to switch careers.,7,La crisis económica fue un factor clave en su decisión de cambiar de carrera.,6
1363,The fireworks display was truly marvellous on the summer evening.,6,La presentacion de fuegos artificiales fue verdaderamente maravillosa en la tarde del verano.,0
1364,The tree's shadow fell across the grass.,3,La sombra del árbol cañ sobre la hierba.,2
1365,The serene lake at sunset was a breathtaking sight.,3,El hermoso lago al atardecer era una vista deslumbrante.,3
1366,"The ocean waves crashed against the shore, causing erosion and destruction.",2,"Las olas del océano golpeaban las costas, causando erosión y destrucción.",4
1367,The new legislation aims to reduce carbon emissions from industries.,3,La nueva legislación busca reducir las emisiones de carbono de las industrias.,3
1368,The alternative route to work was much shorter than the main road.,2,El camino alternativo al trabajo era mucho más corto que la carretera principal.,0
1369,"The firework exploded with a loud boom, making it look like a real bomb had been planted.",14,"La pirotecnia explotó con un fuerte BOOM, haciéndolo parecer que había sido plantada una verdadera bomba.",16
1370,The port city is bustling with activity.,2,La ciudad puerto está llena de vida.,3
1371,She needed to load the truck with boxes before she could leave for her trip.,4,Necesitaba cargar el camioneta con cajas antes de poder irse de viaje.,0
1372,The new vaccine helped prevent the spread of the disease among the community.,10,El nuevo vacuno ayudó a prevenir la propagación de la enfermedad entre la comunidad.,11
1373,The company prioritizes the welfare of its employees.,5,La empresa prioriza el bienestar de sus empleados.,5
1374,She took a deep breath before going skydiving.,5,Ella tomó un profundo aliento antes de saltar en paracaídas.,5
1375,The magnificent view from the top of the mountain took my breath away.,2,El espectáculo magnífico desde la cima de la montaña me robó el aliento.,3
1376,The university awarded her a degree in engineering for her outstanding performance.,6,La universidad le otorgó un grado en ingeniería por su excelente desempeño.,6
1377,Please put the trash in the bin on your way out.,7,"Por favor, coloque la basura en la cubeta al salir.",8
1378,She dropped her penny on the floor and picked it up quickly.,4,Ella cayó su penique en el piso y lo recogió rápidamente.,4
1379,She carefully sliced the vegetables with a knife.,8,Ella cortó las verduras con un cuchillo,7
1380,Her reputation as a brilliant scientist was tarnished by the scandal.,2,Su reputación como científica brillante fue manchada por el escándalo.,2
1381,The hikers had to remove their shoes before crossing the river on a rickety chain.,15,Los senderistas tuvieron que quitar sus zapatos antes de cruzar el río sobre una cadena rizosa.,15
1382,The marketing team is the agent in this new campaign.,6,El equipo de marketing es el agente en esta nueva campaña.,7
1383,She tried to describe the beautiful sunset she had seen.,4,Ella intentó describir el hermoso atardecer que había visto.,3
1384,She is determined to aim for a record in the marathon.,5,Ella se esfuerza por alcanzar un récord en la maratón.,0
1385,The DJ was playing a new tune that everyone in the crowd loved.,7,El DJ estaba tocando una nueva tonada que todos en la sala la amaban.,7
1386,She is a smart student who always gets top grades.,4,Ella es una estudiante inteligente que siempre obtiene calificaciones de primer lugar.,5
1387,her commitment to his sake was admirable,5,su compromiso con su bien era admirable,5
1388,The project failed to meet its deadline.,0,El proyecto no cumplió con la fecha límite.,0
1389,She ran to her maximum potential during the marathon.,5,Ella corrió al máximo de su potencial durante la maratón.,4
1390,The museum collects artifacts from around the world.,0,El museo recopila artefactos de todo el mundo.,0
1391,She worked hard all day and deserved a break.,0,Ella trabajó duro todo el día y merecía un descanso.,0
1392,Her words had a profound influence on the group's decision to change their strategy.,6,Sus palabras tuvieron un profundo impacto en la decisión del grupo de cambiar su estrategia.,0
1393,The factory was built with modern industrial equipment.,7,La fábrica se construyó con equipo de máquinas industriales modernas.,0
1394,The concert was incredibly loud.,5,La fiesta fue increíblemente alta.,0
1395,The family's secret recipe for homemade pasta was passed down from generation to generation.,4,La receta secreta familiar para fideos caseros fue pasada de generación en generación.,2
1396,The singer's powerful voice filled the entire auditorium.,0,La voz potente del cantante llena el recinto completo,5
1397,She spent all day sorting through her papers.,8,Ella pasó toda la día organizando sus papeles.,8
1398,"The child was left alone with the keys to the car, making her vulnerable to theft.",14,"La niña se dejó sola con las llaves del auto, lo que la hacía vulnerable al robo.",15
1399,The shepherd listened to the baa of his nervous lamb.,6,El pastor escuchó el balido ansioso de su cordero,5
1400,The hikers followed the winding path through the forest.,6,Los caminantes siguieron el sendero curvo por el bosque.,0
1401,She removed her sweater to show off her new exercise vest that rested over her chest.,16,Ella quitó su chaút para mostrar su nuevo conjunto de ejercicio que reposaba sobre su pecho.,16
1402,The engineer used a tape measure to ensure the fence was straight,6,El ingeniero utilizó una regla de medir para asegurarse de que la cerca fuera recta,0
1403,She admitted to being late for her own wedding.,0,Ella admitió ser tarde para su propia boda.,0
1404,She liked dining out at nice restaurants.,3,Ella disfrutaba comiendo en restaurantes bonitos,0
1405,The deadly virus spread rapidly across the globe.,2,El virus mortal se propagó rápidamente por todo el mundo.,3
1406,Her great pride in her art was evident in the exhibition she curated,3,Su gran orgullo por su arte estaba evidente en la exposición que curó,3
1407,The rise of the Arab Spring marked a revolution in the way people demanded change,9,El levantamiento del verano árabe marcó una revolución en cómo las personas demandaban cambios,8
1408,The chef spent all morning preparing the meal,0,El chef pasó toda la mañana preparando el plato,0
1409,The home team suffered defeat at the hands of their arch-rivals,5,El equipo de casa sufrió derrota a manos de sus rivales arquitectos,6
